Address (Brooklyn),Close Date,Sale Price,Neighborhood,Square Footage (ft2),PPSF,Type,Beds,Baths,Living Room Width,Living Room Length,Bedroom 1 Width,Bedroom 1 Length,Bedroom 2 Width,Bedroom 2 Length,Bedroom 3 Width,Bedroom 3 Length,"Kitchen Type (Line, L-shape, Island, Galley)",Closets,Walk In (Living Room),Walk In (Master Bedroom),
217 East 88th street,5/26/2023,"$829,000",Canarsie,,#DIV/0!,Multi-family ,5,2.5,,,,,,,,,,,,,
1771 62nd street,5/20/2023,"$1,350,000",Borough Park,2166,$623,Multi-family ,5,2,11.5,13.11,10.7,13.9,9,8.6,10.7,8.1,Line,4,0,0,
373 Palmetto street #1R,5/3/2023,"$1,050,000",Brushwick,1039,"$1,011",Condo,1,1.5,,,,,,,,,,,,,
251 Madison street ,3/3/2023,"$1,700,000",bedford-Stuvesant,3000,$567,Multi-family ,7,4,,,,,,,,,,,,,
1724 East 31st street,2/17/2023,"$1,200,000",Marine Park,2400,$500,House,4,3.5,,,,,,,,,,,,,
140A Hull street,4/4/2023,"$1,395,000",Ocean Hill ,,#DIV/0!,Multi-family ,4,4,,,,,,,,,,,,,
50 Shore Boulevard #5B,5/28/2023,"$199,500",Brighton Beach,500,$399,Co-op,1,1,20,11.12,10.9,8.6,,,,,Line,3,0,0,
150 Myrtle Avenue #309,5/12/2023,"$1,049,000",Downtown Brooklyn,1046,"$1,003",Condo,2,2,16.5,15.2,9.4,14.8,9.8,14.8,,,Line,3,0,0,
136 Saint Mark´s Avenue,5/3/2023,"$2,850,000",Prospect Heights,3200,$891,Multi-family ,7,4,18.8,13.6,14.3,12,14,7,11.9,10.8,L-shape,3,0,0,
1802 East 53rd street,5/27/2023,"$725,000",Flatlands,,#DIV/0!,Multi-family ,3,2.5,,,,,,,,,,,,,
2351 East 27th street,4/18/2023,"$1,150,000",Homecrest,2095,$549,Multi-family ,4,3,,,,,,,,,,,,,
1138 Ocean Avenue #5G,12/30/2022,"$829,000",Ditmas Park ,1248,$664,Condo,2,2,13.6,19.4,11.5,12.9,9.11,10,8,10,L-shape,3,0,0,
611 East 80th  street ,2/12/2023,"$999,000",Canarsie,2304,$434,Multi-family ,5,3.5,17,17,18,11.4,14.4,9,11,7.9,Island,10,0,1,
100 Jay Street #16D,5/19/2023,"$785,000",Dumbo,557,"$1,409",Condo,0,1,18.6,10.1,12,8.7,,,,,L-shape,2,0,0,
100 Jay Street #10M,1/20/2023,"$885,000",Dumbo,789,"$1,122",Condo,1,1,18.3,12.5,14.4,11.1,,,,,L-shape,2,0,0,
100 Jay Street #5L,4/12/2023,"$825,000",Dumbo,753,"$1,096",Condo,1,1,20,12.7,13.2,12.1,,,,,L-shape,2,0,0,
431 Marlborough Road,2/14/2023,"$3,195,000",Ditmas Park ,5000,$639,House,8,5.5,30.1,13.5,12,13,10.5,11.6,10.6,8.2,L-shape,3,0,0,
140 Liberty Avenue,5/9/2023,"$899,000",Brownsville,947,$949,Multi-family ,8,8,,,,,,,,,,,,,
315 Gates Avenue #3A,4/7/2023,"$869,000",bedford-Stuvesant,781,"$1,113",Condo,1,1,12.6,15.8,11,15,8.4,11.4,,,Island,3,0,0,
250 South 2nd street #4B,2/17/2023,"$1,650,000",Williamsburg,1147,"$1,439",Condo,3,2,14.9,26.9,12.1,12.2,8,12,,,Island,4,0,0,
1061 Shore Parkway #A,3/3/2023,"$265,000",Bath Beach,,#DIV/0!,Co-op,1,1,,,,,,,,,Line,,,,
503 Clinton street #2,2/28/2023,"$879,000",Carroll Gardens ,,#DIV/0!,Co-op,2,1.5,14.6,14.7,11-4,15,14.6,15,,,L-shape,2,0,0,
239 Parkville Avenue,2/23/2023,"$1,250,000",Kensington,,#DIV/0!,House,3,2.5,17.7,15.3,14,10.4,10.3,7,13,10.74,L-shape,3,0,0,
927 Rogers Avenue,4/24/2023,"$900,000",Flatbush,,#DIV/0!,Multi-family ,4,3.5,,,,,,,,,,,,,
1449 Dean street,5/4/2023,"$1,995,000",Crown Heights,,#DIV/0!,Townhouse,4,3.5,12.4,23.8,10.1,23,10.4,23.5,7.8,12.5,Island,8,2,,
511 Evergreen Avenue #3B,2/15/2023,"$545,000",Bushwick,,#DIV/0!,Condo,1,1,15.2,14.8,11,11.2,11,11.2,,,Line,2,0,0,
150 Joralemon street #2C,3/16/2023,"$670,000",Brooklyn Heights,,#DIV/0!,Co-op,1,1,15,19,8,10.1,,,,,L-shape,2,0,1,
44 Prospect Park West #D7,3/20/2023,"$1,175,000",Park Slope,,#DIV/0!,Co-op,2,1,12.11,20,12.1,20,14.4,9.9,,,Galley,5,0,0,
121 Pacific street #A1G,5/4/2023,"$749,000",Cobble Hill,690,"$1,086",Co-op,1,1,18.8,19,10,15.4,10,8,,,Galley,1,0,1,
416 Ocean Avenue #26,4/21/2023,"$625,000",Prospect Park South,1100,$568,Co-op,2,1,20.4,12.8,16.1,10.9,15.7,12.1,,,Galley,3,0,0,
1868 67th street ,4/5/2023,"$1,698,000",Bensonhurst,3000,$566,Multi-family ,7,5,,,,,,,,,,,,,
365 Bridge street #16G,5/18/2023,"$1,000,000",Downtown Brooklyn,845,"$1,183",Condo,1,1,12.1,18.1,14.9,11.1,,,,,Line,3,0,0,
876 Macon street #3B,5/9/2023,"$465,000",Ocean Hill ,876,$531,Condo,2,1,10.8,11.4,10.2,13.9,9.11,12.4,,,Line,1,0,0,
9725 Avenue L,1/18/2023,"$899,000",Canarsie,,#DIV/0!,Multi-family ,6,3,,,,,,,,,,,,,
446 Kingston Avenue #D4,1/12/2023,"$375,000",Wingate,850,$441,Co-op,2,1,,,,,,,,,,,,,
306 Gold street #7A,5/22/2023,"$935,000",Downtown Brooklyn,960,$974,Condo,1,1,20.4,14.6,14.8,12.4,,,,,Island,3,0,0,
1717 East 18th street #1A,5/3/2023,"$425,000",Homecrest,,#DIV/0!,Co-op,2,1,12.5,20.8,16.8,10.9,10.7,10.4,,,L-shape,6,0,0,
167 Monroe street,2/27/2023,"$2,590,000",Bedford-Stuvesant,3200,$809,Townhouse,7,4,,,,,,,,,,,,,
467 Tompkins Avenue #3B,5/12/2023,"$535,000",Bedford-Stuvesant,552,$969,Condo,1,1,8,19.5,8.4,12.5,,,,,L-shape,2,0,0,
144 Westminster Road,3/27/2023,"$3,295,000",Prospect Park South,3563,$925,House,7,4.5,20,13.2,15,15.4,14,13.3,15,13.6,Galley,7,0,0,
467 Tompkins Avenue #2A,5/12/2023,"$485,000",Bedford-Stuvesant,513,$945,Condo,1,1,8.4,22.7,8,12.5,,,,,L-shape,1,0,0,
1701 East 55th street,6/1/2023,"$659,000",Flatlands,1320,$499,House,3,1.5,,,,,,,,,,,,,
1165 East 54th street #3A,5/9/2023,"$279,000",East Flatbush,,#DIV/0!,Co-op,2,1,22.4,13.3,17.1,10.9,13.9,9.4,,,L-shape,4,0,1,
1165 East 54th street #3M,5/31/2023,"$159,000",East Flatbush,,#DIV/0!,Co-op,0,1,21,13.3,12,,,,,,Galley,3,0,0,
3130 Brighton 6th street #5K,5/30/2023,"$575,000",Brighton Beach,1600,$359,Co-op,4,2,18.3,11.8,13,21.3,10.8,16.3,12,19,Galley,4,0,0,
1836 West 4th street,5/8/2023,"$850,000",Gravesend,1332,$638,House,3,1.5,,,,,,,,,,,,,
1066 Jefferson Avenue #3C,3/10/2023,"$795,000",Bushwick,827,$961,Condo,2,2,11.1,23.8,9.8,14.4,10.8,10.6,,,Galley,3,0,1,
1066 Jefferson Avenue #3B,4/6/2023,"$495,000",Bushwick,504,$982,Condo,1,1,11.9,22.1,8.4,12.2,,,,,L-shape,2,0,0,
78 Eighth Avenue #3F,5/27/2023,"$400,000",Park Slope,,#DIV/0!,Co-op,0,1,10.11,15.7,,,,,,,Line,3,0,0,
650 East 87th street,3/24/2023,"$999,000",Canarsie,,#DIV/0!,Multi-family ,5,5,,,,,,,,,,,,,
323 Lenox Road #PHA,2/3/2023,"$585,000",Flatbush,,#DIV/0!,new Development,1,1,13.7,12.6,11.11,10.3,,,,,Line,2,0,0,
323 Lenox Road #5B,2/1/2023,"$635,000",Flatbush,707,$898,new Development,1,1,14.8,12.1,10.5,11.5,8.2,9.3,,,Island,2,0,0,
202 Seeley street #1A,4/6/2023,"$895,000",Windsor Terrace,,#DIV/0!,Co-op,2,1,19,11.7,19,10.7,14.95,9.6,,,Galley,5,0,0,
669 East 83rd street,5/8/2023,"$1,200,000",Canarsie,3630,$331,Multi-family ,6,3,,,,,,,,,,,,,
58 Saint Marks Place #PH1201,3/15/2023,"$3,300,000",Boerum Hill,1846,"$1,788",new Development,3,2.5,,,,,,,,,,,,,
2 West End Avenue UNIT-2G,4/3/2023,"$355,000",Brighton Beach,820,$433,Condop,1,1,12.4,14.6,11.19,19.95,,,,,Line,2,2,0,
123 Pierrepont street #2A,5/9/2023,"$1,595,000",Brooklyn Heights,,#DIV/0!,Co-op,2,2,26.3,15.9,10.95,11.19,10.8,9.6,,,Galley,4,0,1,
140 Warren street #4D,4/13/2023,"$930,000",Cobble Hill,829,"$1,122",Condo,2,1,14.5,9.9,11.95,15.4,7.9,15.5,,,Island,4,0,0,
734 53rd street ,6/7/2023,"$1,999,000",Sunset Park ,2424,$825,Multi-family ,6,4,,,,,,,,,,,,,
22 North 6th street #19I,3/3/2023,"$899,000",Williamsburg,,#DIV/0!,Condo,1,1,,,,,,,,,,,,,
426 13th street #2B,3/14/2023,"$750,000",Park Slope,,#DIV/0!,Co-op,1,1,14,21.8,10.2,15.3,,,,,Island,3,0,0,
45 Troutman street #2A,2/2/2023,"$674,000",Bushwick,716,$941,Condo,1,1,,,,,,,,,Line,3,0,0,
1855 East 12th street #2P,5/19/2023,"$305,000",Homecrest,900,$339,Co-op,2,1,11.6,14.1,11.8,15.2,8.7,11.7,,,Galley,5,0,0,
1551 Eastern Parkway,12/6/2022,"$849,000",Crown Heights,,#DIV/0!,Multi-family ,9,3,,,,,,,,,,,,,
2048 Ralph Avenue,3/31/2023,"$1,350,000",Flatlands,3875,$348,Multi-family ,10,4,16.1,12.1,16.8,10.11,11.8,10.1,13.8,9.8,L-shape,5,0,0,
1279 New York Avenue,4/14/2023,"$1,249,000",East Flatbush,3000,$416,Multi-family ,5,5,21,14.6,15,10,11.3,6,10.3,7.9,Galley,7,0,0,
601 East 19th street #2M,6/8/2023,"$399,000",Ditmas Park ,850,$469,Co-op,1,1,18.6,11.5,15.1,12.8,,,,,Galley,4,0,0,
460 Neptune Avenue #20K,3/29/2023,"$475,000",Coney Island,1100,$432,Co-op,2,1.5,21.9,11.95,12.9,10.1,,,,,Galley,3,0,1,
609 East 23rd street,5/17/2023,"$1,700,000",Ditmas Park ,2650,$642,House,5,3,,,,,,,,,,,,,
2056 East 53 Place,3/6/2023,"$819,000",Old mill Basin ,1920,$427,Multi-family ,4,2.5,,,,,,,,,,,,,
22 North 6th street #26C,2/6/2023,"$2,275,000",Williamsburg,1110,"$2,050",Condo,2,2,,,,,,,,,,,,,
280 Saint Marks Avenue #THH,3/23/2023,"$2,500,000",Prospect Heights,1600,"$1,563",Condo,3,3,16,15.7,14,8.4,11,10.3,14,13.6,Island ,3,0,1,
704 Avenue Y,2/23/2023,"$1,299,999",Sheepshead Bay,2160,$602,House,,,18.7,20.8,15.4,11.11,10,13.9,9.5,10.8,L-shape,5,0,0,
115 York Street 17F-YORK ,6/9/2023,"$2,175,000",Dumbo,1291,"$1,685",Condo,2,2,,,,,,,,,Island ,2,0,1,
115 York Street 5B-YORK ,6/5/2023,"$1,135,000",Dumbo,820,"$1,384",Condo,1,1.5,12.1,14.5,10.7,12.5,,,,,Line,2,0,0,
836 East 38th street,3/28/2023,"$648,000",Farragut,1905,$340,House,3,2,,,,,,,,,,,,,
4113 seventh Avenue #1,6/27/2023,"$475,000",Sunset Park ,,#DIV/0!,Co-op,2,1,14.9,11.2,12.1,17.5,7.9,14.3,,,Galley,2,0,0,
217 Franklin street #1,4/24/2023,"$1,520,000",Greenpoint,1513,"$1,005",Condo,1,1,12.6,20.1,11.2,12.3,13.3,19.11,16.11,12.9,Line,5,0,0,
1666 East 55th street,3/14/2023,"$699,000",Flatlands,2160,$324,House,2,2,,,,,,,,,L-shape,1,0,0,
2073 Schenectady Avenue,6/8/2023,"$769,000",Flatlands,1500,$513,Multi-family ,3,1.5,,,,,,,,,,,,,
460 east New York Avenue #3A,1/15/2023,"$499,000",Wingate,568,$879,Condo,1,1,9.1,22.3,9,12.9,,,,,L-shape,2,0,0,
58 Strong Place #3F,4/30/2023,"$1,995,000",Cobble Hill,1380,"$1,446",Condo,2,2,18,15.4,18.9,10.6,12.6,10,13.3,5.8,L-shape,4,0,0,
1255 Brushwick Avenue #4A,4/27/2023,"$435,000",Brushwick,543,$801,Condo,1,1,,,,,,,,,,,,,
18 28th Avenue,3/24/2023,"$649,000",Gravesend,1440,$451,Multi-family ,3,2,,,,,,,,,,,,,
1079 Halsey street,3/15/2023,"$1,390,000",Brushwick,3300,$421,Multi-family ,6,4,,,,,,,,,L-shape,7,0,0,
338 Berry street #3D,6/26/2023,"$1,795,000",Williamsburg,1362,"$1,318",Condo,2,2.5,15.4,12,15.6,10,13,10.3,,,Island,4,0,0,
127 4 Place #2A,2/13/2023,"$775,000",Carroll Gardens ,780,$994,Condo,1,1,13.8,24.1,13,11.7,,,,,Galley,4,0,0,
1 City Point #66G,1/5/2023,"$1,511,640",Downtown Brooklyn,740,"$2,043",new Development,1,1,,,,,,,,,L-shape,3,0,1,
1 City Point #62C,12/26/2022,"$2,405,970",Downtown Brooklyn,1445,"$1,665",new Development,2,2,13.2,13.7,10-6,13.4,11,13.8,,,,,,,
650 East 105th street,4/14/2023,"$405,000",Canarsie,1020,$397,House,3,1.5,,,,,,,,,,,,,
3709 Fort Hamiltn Parkway,2/17/2023,"$1,299,000",Borough Park,2142,$606,Commercial ,,1,,,,,,,,,,,,,
2209 Knapp Street #3F,4/14/2023,"$265,000",Homecrest,1050,$252,Co-op,3,1,,,,,,,,,,,,,
941 44th stret,3/2/2023,"$2,100,000",Borough Park,4400,$477,Multi-family ,5,3.5,,,,,,,,,,,,,
415 Argyle Road #7A,3/20/2023,"$500,000",Ditmas Park ,,#DIV/0!,Co-op,1,1,20,12,16,14,,,,,Galley,1,0,0,
378 Mayfair Drive south,6/8/2023,"$949,000",Mill Basin,2260,$420,House,3,3,,,,,,,,,,,,,
24 Eighth Avenue #1B,3/8/2023,"$1,895,000",Park Slope,2436,$778,Co-op,4,2.5,29,13.7,15,10.7,13,11.4,13.6,10.4,Island,6,0,1,
824 Dean street #2,3/1/2023,"$1,178,000",Crown Heights,,#DIV/0!,Condo,2,2,18.2,10.11,9.9,11,8,11.7,,,Island,3,0,0,
531 Maple street #1A,3/3/2023,"$875,000",Wingate,1376,$636,Condo,2,2,15,15,16.2,15.5,11.1,16,,,Galley,2,0,0,
759 Maple street,3/22/2023,"$1,375,000",East Flatbush,2362,$582,House,5,3.5,16.2,19.7,7.6,8.3,7.6,10.6,8,10.3,Island,3,0,0,
573 New Jersey Avenue,4/11/2023,"$849,000",East New York,3300,$257,Multi-family ,8,3,,,,,,,,,,,,,
737 Georgia Avenue,4/4/2023,"$995,000",East New York,3780,$263,Multi-family ,5,4,,,,,,,,,,,,,
75 Livingston Street #23AB,4/19/2023,"$4,195,000",Brooklyn Heights,3000,"$1,398",Co-op,3,3,34.5,17,12.4,12.2,11,16.2,11,16,Island,4,0,1,
279 Park Place ,6/22/2023,"$4,195,000",Prospect Heights,,#DIV/0!,Multi-family ,4,3,9.9,21.2,15.9,21.2,10.3,15.1,9.9,15.1,Line,11,0,0,
40 Berkeley Place ,6/13/2023,"$4,000,000",Park Slope,3975,"$1,006",Multi-family ,10.1,20.9,10.2,20.9,19.4,17.9,10.4,17.9,10.7,15.1,Galley,3,0,0,
238 De Graw Street,1/11/2023,"$3,999,999",Carroll Gardens ,,#DIV/0!,Multi-family ,6,4,16.7,33.1,15.2,15.3,15,13.2,8,9.1,Galley,3,0,0,
512 Tenth street,2/9/2023,"$3,995,000",Park Slope,,#DIV/0!,Townhouse,4,3,,,,,,,,,Island,3,0,0,
290 Park Place ,2/23/2023,"$3,995,000",Prospect Heights,4500,$888,Townhouse,5,3,,,,,,,,,,,,,
194 Dean street,6/21/2023,"$3,995,000",Boerum Hill,3350,"$1,193",House,5,3,,,,,,,,,,,,,
298 Lafayette Avenue,5/19/2023,"$3,995,000",Clinton Hill,3500,"$1,141",Multi-family ,5,3,12,26.5,16.5,12.9,11.2,16.2,16.3,16.6,Island,2,0,2,
168 Dean street,6/20/2023,"$3,995,000",Boerum Hill,3916,"$1,020",Townhouse,9,4,13,21.3,16.3,14,11.7,6.5,11.6,6.6,Island,8,0,0,
266 Henry Street #B,6/10/2023,"$3,995,000",Brooklyn Heights,,#DIV/0!,Co-op,5,3.5,14.2,17.2,14.2,17.9,15,16.1,7.8,11.7,Galley,5,0,0,
111 Mongomery street #11L,1/15/2023,"$1,720,000",Crown Heights,1215,"$1,416",new Development,3,2,12.4,24.6,10.6,10.6,9,13.2,,,Island,4,0,0,
43 Powers street,5/23/2023,"$1,999,999",Williamsburg,2196,$911,Multi-family ,5,4,,,,,,,,,Line,2,0,0,
3111 Brighton First Place #4D,2/25/2023,"$509,000",Brighton Beach,1100,$463,Co-op,2,1,,,,,,,,,,,,,
563 Carroll Street #3,4/11/2023,"$1,650,000",Park Slope,1109,"$1,488",Condo,2,2,18.4,19.2,9.6,19.8,8.4,16.6,,,Island,3,0,0,
5818 Avenue T #155D,3/31/2023,"$260,000",Old Mill Basin ,850,$306,Co-op,2,1,,,,,,,,,,,,,
3 Hull street,3/15/2023,"$750,000",Stuyvesant Heights,2053,$365,Multi-family ,4,2,,,,,,,,,,,,,
623 Avenue Y,2/18/2023,"$1,190,000",Sheepshead Bay,2144,$555,Multi-family ,5,12,,,,,,,,,Island,3,0,0,
1878 Brown street,3/21/2023,"$850,000",Homecrest,1890,$450,Multi-family ,4,2,,,,,,,,,,,,,
2602 Avenue W,4/15/2023,"$1,150,000",Homecrest,2215,$519,Multi-family ,5,2,,,,,,,,,,,,,
438 83rd street,3/7/2023,"$1,050,000",Bay Ridge,1862,$564,House,3,1,17.2,14.1,17.2,11.7,9.9,11,17.2,12.4,L-shape,9,0,0,
2028 East 55th street,4/14/2023,"$620,000",Old Mill Basin ,1296,$478,House,3,1,,,,,,,,,,,,,
338 19th street,6/4/2023,"$1,995,000",Greenwood,2992,$667,Multi-family ,6,3,10.12,14.8,5.11,12.8,5.11,10.11,6.1,12.8,Line,3,0,0,
1801 Ocean Avenue #6K,5/2/2023,"$319,000",Midwood,800,$399,Co-op,1,1,12,25.4,11,15.8,,,,,Galley,4,0,0,
535 Watkins street,4/15/2023,"$530,000",Brownsville,1800,$294,House,3,1.5,,,,,,,,,,,,,
225 Eastern Parkway #5K,1/25/2023,"$795,000",Crown Heights,778,"$1,022",Condo,1,1,13.1,19.7,10,16.8,,,,,Galley,2,0,1,
531 Maple street #2,4/18/2023,"$1,050,000",Wingate ,1783,$589,Condo,2,2,,,,,,,,,,,,,
258 Legion street,4/4/2023,"$434,900",Brownsville,1116,$390,House,2,1.5,,,,,,,,,,,,,
584 East 54th street,3/30/2023,"$749,000",Farragut,,#DIV/0!,House,3,1,,,,,,,,,,,,,
135 Eastern Parkway #8A,5/18/2023,"$1,850,000",Prospect Heights,1900,$974,Co-op,3,2.5,19.1,19.2,24.6,12,16.4,11.2,13.8,8.9,Line,7,0,0,
411 Crescent street,3/3/2023,"$780,000",City Line ,1900,$411,House,4,2,,,,,,,,,,,,,
983 Bedford Avenue,5/31/2023,"$2,495,000",Bedford-Stuvesant,4680,$533,Multi-family ,12,4,,,,,,,,,,,,,
1116 38th street,6/2/2023,"$1,350,000",Borough Park,2172,$622,Multi-family ,6,2,,,,,,,,,,,,,
953 80th street,5/10/2023,"$1,249,000",Dyker Heights,1422,$878,House,3,1.5,,,,,,,,,,,,,
1716 East 35th street,4/26/2023,"$718,000",Marine Park,1400,$513,House,3,1.5,21.2,13.5,13.7,10.4,10.2,8,11,12,Galley,5,0,0,
70 Clark street #3F,5/3/2023,"$450,000",Brooklyn Heights,,#DIV/0!,Co-op,0,1,14.2,13.8,,,,,,,L-shape,1,0,1,
4009 Foster Avenue ALBANY-AVENU,5/12/2023,"$750,000",Farragut,,#DIV/0!,House,4,3.5,,,,,,,,,,,,,
2464 East 27th street,2/10/2023,"$979,000",Sheepshead Bay,3168,$309,Multi-family ,3,2,,,,,,,,,,,,,
50 Lefferts Avenue #4L,3/28/2023,"$639,000",Prospect Lefferts Gardens ,,#DIV/0!,Co-op,1,1,11.8,19.2,11.5,17.4,,,,,Galley,4,0,0,
1 Prosoect Park West #2H,12/20/2022,"$850,000",Park Slope,643,"$1,322",new Development,0,1,15.1,13.5,,,,,,,Galley,2,0,0,
458 East 25th street #402,2/6/2023,"$625,000",Flatbush,631,$990,Condo,2,1,,,,,,,,,,,,,
606 Carlton Avenue ,5/20/2023,"$3,100,000",Prospect Heights,3200,$969,Multi-family ,7,4,,,,,,,,,,,,,
1558 East 19th street #4E,3/15/2023,"$119,000",Midwood,360,$331,Co-op,1,1,,,,,,,,,,,,,
832 40th street #5A ,1/30/2023,"$430,000",Sunset Park ,493,$872,Condo,1,1,,,,,,,,,,,,,
1869 Ryder street,1/19/2023,"$789,000",Marine Park,1212,$651,House,3,2.5,13,11.4,13,12.8,11.9,8,12.9,9,Galley,8,0,0,
7114 19th Avenue,2/2/2023,"$1,788,000",Bensonhurst,2360,$758,Multi-family ,5,3,,,,,,,,,,,,,
7016 Colonial Road ,2/16/2023,"$899,000",Bay Ridge,1224,$734,House,3,2,,,,,,,,,,,,,
217 Franklin street #2,3/20/2023,"$1,375,000",Greenpoint,969,"$1,419",Condo,2,2,12.3,19.9,10,8.7,11,11.5,,,Island,3,0,0,
220 Berkeley Place #2D,3/8/2023,"$450,000",Park Slope,,#DIV/0!,Co-op,0,1,12.8,28.8,9.2,9.8,,,,,Island,1,0,1,
239 President street #1,3/16/2023,"$2,700,000",Carroll Gardens ,2285,"$1,182",Condo,2,2.5,14,28.1,13.2,12,8.2,11,,,Island,6,0,0,
176 Terrace Place ,2/8/2023,"$1,995,000",Downtown Brooklyn,2380,$838,Condo,4,3.5,14.6,12.8,12.7,14.2,8.9,11.2,14.7,12.2,Galley,13,0,0,
418 State street ,3/28/2023,"$4,375,000",Boerum Hill,3800,"$1,151",Townhouse,4,4,17.4,27,17.2,13,17.4,8.6,17.2,13,L-shape,6,0,1,
2219 East 27th street,6/7/2023,"$1,150,000",Homecrest,2430,$473,Multi-family ,4,3.5,,,,,,,,,,,,,
724 Hemlock street,6/1/2023,"$575,000",City Line ,1440,$399,House,3,1,16.7,20.2,13.6,27.1,10.6,15,7.5,10.7,Galley,6,0,0,
323 Lenox Road  #2E,6/9/2023,"$575,000",Flatbush,,#DIV/0!,Condo,1,1,16.5,14,10,10.7,,,,,L-shape,2,0,0,
74 Avenue U #5,5/11/2023,"$1,599,000",Gravesend,4800,$333,Building,9,5.5,,,,,,,,,,,,,
181 Fenimore street ,4/12/2023,"$2,200,000",Prospect Lefferts Gardens ,3100,$710,Multi-family ,4,3.5,12,19.8,11.8,15.6,12.1,15,11.8,18,Line,10,0,0,
85 Cooper street,6/5/2023,"$1,699,000",Bushwick,3000,$566,Multi-family ,5,4,15,25,15.11,11,7.2,15,15.6,11,L-shape,6,0,0,
2120 East 37th street,4/28/2023,"$699,000",Marine Park,1232,$567,House,3,2,20,13,13.4,10.6,10.3,6.6,13,9,Line,6,0,0,
415 carlton Avenue #C,5/22/2023,"$799,000",Fort Greene,774,"$1,032",Condo,2,1,18,12,14.8,11.2,12.5,9.6,,,Galley ,3,0,0,
345 Montgomery street #6D,12/10/2022,"$609,000",Crown Heights,,#DIV/0!,Co-op,1,1,18.2,12.7,15.5,10.9,,,,,Island,1,0,2,
238 Clinton street #F,5/17/2023,"$1,175,000",Cobble Hill,,#DIV/0!,Co-op,2,1.5,13.6,15,13.6,10,11.4,8.5,,,L-shape,5,0,0,
48 Essex street ,12/8/2022,"$1,088,000",East New York,2700,$403,Multi-family ,6,5,,,,,,,,,,,,,
11 Hoyt street #49F,4/11/2023,"$1,695,000",Downtown Brooklyn,1010,"$1,678",Condo,2,2,14.2,12.6,13.4,12.4,10,10,,,Island,1,1,1,
2942 West 5th street #5O,3/8/2023,"$325,000",Coney Island,750,$433,Co-op,1,1,,,,,,,,,,,,,
2769 Mill Avenue,4/25/2023,"$699,000",Mill Basin,1880,$372,House,3,3,,,,,,,,,,,,,
1610 Avenue P #3H,3/1/2023,"$399,000",Midwood,900,$443,Co-op,1,1,,,,,,,,,,,,,
526 Union Avenue #PH5,3/25/2023,"$1,695,000",Williamsburg,1014,"$1,672",Condo,2,2,20.3,11.6,16.9,10.2,13.1,10,,,Line,2,0,1,
2928 West fifth street #9F,4/2/2023,"$359,000",Coney Island,900,$399,Co-op,2,1,12,21.1,10.7,12.3,10.6,15.7,,,Galley,2,0,1,
88 Herbert street #PH ,4/5/2023,"$1,395,000",Williamsburg,928,"$1,503",new Development,2,2,12,13.9,10,12.4,,,,,Galley,2,0,0,
203 Cornelia street,12/23/2022,"$995,000",Bushwick,2430,$409,Multi-family ,4,3,,,,,,,,,,,,,
1623 East 37th street,2/16/2023,"$779,000",Marine Park,1800,$433,House,3,1.5,,,,,,,,,,,,,
924 63rd street,2/23/2023,"$1,680,000",Borough Park,2383,$705,Multi-family ,5,3,12.1,11.2,12.1,7,11.6,11.11,11.6,7.3,Galley,6,0,0,
382 Prospect Place #20,2/27/2023,"$775,000",Prospect Place,,#DIV/0!,Co-op,2,1,11.1,14.5,11,10.9,10.3,10.8,,,Line,2,0,0,
11 Hoyt street #41H,6/10/2023,"$1,950,000",Downtown Brooklyn,1228,"$1,588",Condo,2,2.5,21.6,12.11,12.3,10.3,14.1,12,,,Island,2,0,1,
1275 East 51st street #1S,3/23/2023,"$315,000",East Flatbush,,#DIV/0!,Co-op,3,2,16,11.9,20.1,12.5,9.5,14.1,10.2,10.8,Galley,7,0,0,
1935 Shore Parkway #7A,4/3/2023,"$364,000",Gravesend,950,$383,Co-op,2,1,,,,,,,,,,,,,
243 Mcdonald Avenue #1B,6/6/2023,"$695,000",Windsor Terrace,1100,$632,Co-op,2,1,18.9,11.5,15.9,10.9,9.1,15.4,,,Galley,7,0,0,
617 Warren street #3,12/22/2022,"$1,695,000",Park Slope,,#DIV/0!,Condo,2,2,11.7,20.11,10,12.2,8,12,,,Island,4,0,0,
157A Madison street,4/3/2023,"$1,599,000",Bedford-Stuvesant,2052,$779,Multi-family ,4,3,,,,,,,,,,,,,
416 Ocean Avenue #74,6/21/2023,"$1,150,000",Prospect Park South,1450,$793,Co-op,3,2,19,12.8,14,13.1,14.2,11.7,,,Island,5,0,0,
979 Lafayette Avenue #1,5/14/2023,"$1,100,000",Stuyvesant Heights,2011,$547,Multi-family ,1,1,18.6,7,9.9,13,18,43,,,Island,5,0,0,
204 Maple street ,1/26/2023,"$1,985,000",Prospect Lefferts Gardens ,,#DIV/0!,House,4,2,11.8,14.8,11,17.5,7.3,13.5,7.3,13.8,Line,6,0,0,
657 East 26th street #3R,2/20/2023,"$495,000",Flatbush,1180,$419,Co-op,2,1,,,,,,,,,,,,,
78 Eighth Avenue #4H,2/22/2023,"$918,000",Park Slope,,#DIV/0!,Co-op,1,1,15,21.1,15.1,13.9,,,,,Galley,4,0,0,
55 Pineapple street #1D,5/16/2023,"$850,000",Brooklyn Heights,,#DIV/0!,Co-op,1,1,18.1,15,11.1,13.9,,,,,Island,3,0,0,
2665 Homecrest Avenue #3H,3/15/2023,"$219,000",Sheepshead Bay,475,$461,Co-op,0,1,,,,,,,,,,,,,
